split,filename,question_id,rollout_idx,prefix_idx,label,family,n_tokens,shard,row_in_shard
train,bb_sports_understanding_127_rollout_008_prefix_2.json,bb_sports_understanding_127,8,2,no,big_bench,63,shard_00000,0
train,bb_sports_understanding_056_rollout_026_prefix_1.json,bb_sports_understanding_056,26,1,no,big_bench,75,shard_00000,1
train,bb_sports_understanding_221_rollout_006_prefix_0.json,bb_sports_understanding_221,6,0,no,big_bench,83,shard_00000,2
train,bb_snarks_172_rollout_014_prefix_2.json,bb_snarks_172,14,2,no,big_bench,84,shard_00000,3
train,bb_navigate_070_rollout_002_prefix_0.json,bb_navigate_070,2,0,no,big_bench,91,shard_00000,4
train,bb_sports_understanding_204_rollout_012_prefix_2.json,bb_sports_understanding_204,12,2,no,big_bench,92,shard_00000,5
train,bb_web_of_lies_192_rollout_002_prefix_1.json,bb_web_of_lies_192,2,1,no,big_bench,92,shard_00000,6
train,bb_navigate_046_rollout_027_prefix_0.json,bb_navigate_046,27,0,no,big_bench,101,shard_00000,7
train,bb_snarks_158_rollout_025_prefix_2.json,bb_snarks_158,25,2,no,big_bench,103,shard_00000,8
train,bb_navigate_080_rollout_004_prefix_2.json,bb_navigate_080,4,2,no,big_bench,111,shard_00000,9
train,bb_sports_understanding_093_rollout_014_prefix_2.json,bb_sports_understanding_093,14,2,no,big_bench,112,shard_00000,10
train,dd_0048_rollout_023_prefix_3.json,dd_0048,23,3,no,daily_dilemmas,117,shard_00000,11
train,bb_web_of_lies_090_rollout_006_prefix_1.json,bb_web_of_lies_090,6,1,no,big_bench,118,shard_00000,12
train,bb_sports_understanding_168_rollout_012_prefix_1.json,bb_sports_understanding_168,12,1,no,big_bench,120,shard_00000,13
train,bb_snarks_124_rollout_012_prefix_2.json,bb_snarks_124,12,2,no,big_bench,124,shard_00000,14
train,bb_navigate_058_rollout_002_prefix_1.json,bb_navigate_058,2,1,no,big_bench,125,shard_00000,15
train,bb_snarks_096_rollout_011_prefix_2.json,bb_snarks_096,11,2,no,big_bench,130,shard_00000,16
train,bb_web_of_lies_229_rollout_028_prefix_2.json,bb_web_of_lies_229,28,2,no,big_bench,130,shard_00000,17
train,dd_0100_rollout_002_prefix_2.json,dd_0100,2,2,no,daily_dilemmas,130,shard_00000,18
train,dd_0537_rollout_028_prefix_3.json,dd_0537,28,3,no,daily_dilemmas,131,shard_00000,19
train,bb_reasoning_about_colored_objects_076_rollout_021_prefix_1.json,bb_reasoning_about_colored_objects_076,21,1,no,big_bench,132,shard_00000,20
train,bb_snarks_047_rollout_014_prefix_1.json,bb_snarks_047,14,1,no,big_bench,132,shard_00000,21
train,dd_0455_rollout_018_prefix_1.json,dd_0455,18,1,no,daily_dilemmas,133,shard_00000,22
train,dd_0525_rollout_026_prefix_3.json,dd_0525,26,3,no,daily_dilemmas,133,shard_00000,23
train,dd_0935_rollout_026_prefix_1.json,dd_0935,26,1,no,daily_dilemmas,134,shard_00000,24
train,bb_sports_understanding_168_rollout_026_prefix_1.json,bb_sports_understanding_168,26,1,no,big_bench,135,shard_00000,25
train,dd_0090_rollout_013_prefix_4.json,dd_0090,13,4,no,daily_dilemmas,135,shard_00000,26
train,dd_1227_rollout_023_prefix_2.json,dd_1227,23,2,no,daily_dilemmas,135,shard_00000,27
train,dd_1013_rollout_008_prefix_5.json,dd_1013,8,5,no,daily_dilemmas,136,shard_00000,28
train,bb_snarks_026_rollout_013_prefix_0.json,bb_snarks_026,13,0,no,big_bench,137,shard_00000,29
