split,filename,question_id,rollout_idx,prefix_idx,label,family,n_tokens,shard,row_in_shard
train,race_20179_rollout_027_prefix_14.json,race_20179,27,14,no,race,1513,shard_00015,0
train,bb_web_of_lies_126_rollout_021_prefix_1.json,bb_web_of_lies_126,21,1,yes,big_bench,1519,shard_00015,1
train,bb_logical_deduction_five_objects_088_rollout_012_prefix_1.json,bb_logical_deduction_five_objects_088,12,1,no,big_bench,1520,shard_00015,2
ood_test,crt_three_rollout_034_prefix_2.json,crt_three,34,2,yes,eval,1521,shard_00015,3
train,bb_logical_deduction_five_objects_085_rollout_002_prefix_0.json,bb_logical_deduction_five_objects_085,2,0,no,big_bench,1523,shard_00015,4
train,dd_1284_rollout_003_prefix_1.json,dd_1284,3,1,yes,daily_dilemmas,1523,shard_00015,5
train,dd_1283_rollout_006_prefix_1.json,dd_1283,6,1,yes,daily_dilemmas,1525,shard_00015,6
train,gpqa_chem_045_rollout_009_prefix_3.json,gpqa_chem_045,9,3,no,gpqa_chem,1525,shard_00015,7
train,dd_0537_rollout_001_prefix_0.json,dd_0537,1,0,yes,daily_dilemmas,1526,shard_00015,8
train,dd_1026_rollout_008_prefix_0.json,dd_1026,8,0,yes,daily_dilemmas,1526,shard_00015,9
train,gpqa_chem_049_rollout_006_prefix_1.json,gpqa_chem_049,6,1,yes,gpqa_chem,1527,shard_00015,10
train,bb_navigate_046_rollout_015_prefix_0.json,bb_navigate_046,15,0,yes,big_bench,1528,shard_00015,11
train,dd_0328_rollout_021_prefix_1.json,dd_0328,21,1,yes,daily_dilemmas,1529,shard_00015,12
ood_test,committee_women_rollout_040_prefix_1.json,committee_women,40,1,no,eval,1530,shard_00015,13
train,race_20179_rollout_011_prefix_1.json,race_20179,11,1,yes,race,1530,shard_00015,14
train,race_48758_rollout_007_prefix_0.json,race_48758,7,0,yes,race,1532,shard_00015,15
train,race_6996_rollout_021_prefix_3.json,race_6996,21,3,no,race,1532,shard_00015,16
train,bb_logical_deduction_five_objects_080_rollout_025_prefix_0.json,bb_logical_deduction_five_objects_080,25,0,no,big_bench,1534,shard_00015,17
train,race_43479_rollout_023_prefix_10.json,race_43479,23,10,no,race,1534,shard_00015,18
train,bb_logical_deduction_five_objects_088_rollout_018_prefix_0.json,bb_logical_deduction_five_objects_088,18,0,yes,big_bench,1536,shard_00015,19
train,gpqa_chem_096_rollout_015_prefix_1.json,gpqa_chem_096,15,1,no,gpqa_chem,1538,shard_00015,20
ood_test,permutation_mississippi_rollout_014_prefix_0.json,permutation_mississippi,14,0,no,eval,1541,shard_00015,21
train,bb_logical_deduction_five_objects_223_rollout_017_prefix_2.json,bb_logical_deduction_five_objects_223,17,2,no,big_bench,1542,shard_00015,22
