split,filename,question_id,rollout_idx,prefix_idx,label,family,n_tokens,shard,row_in_shard
train,dd_0401_rollout_028_prefix_1.json,dd_0401,28,1,no,daily_dilemmas,526,shard_00004,0
train,dd_0535_rollout_022_prefix_1.json,dd_0535,22,1,no,daily_dilemmas,526,shard_00004,1
train,dd_1136_rollout_018_prefix_3.json,dd_1136,18,3,no,daily_dilemmas,526,shard_00004,2
train,dd_1136_rollout_029_prefix_1.json,dd_1136,29,1,no,daily_dilemmas,526,shard_00004,3
train,bb_logical_deduction_five_objects_046_rollout_004_prefix_0.json,bb_logical_deduction_five_objects_046,4,0,no,big_bench,527,shard_00004,4
train,bb_navigate_150_rollout_026_prefix_1.json,bb_navigate_150,26,1,no,big_bench,527,shard_00004,5
train,dd_1227_rollout_017_prefix_3.json,dd_1227,17,3,no,daily_dilemmas,528,shard_00004,6
train,race_20515_rollout_020_prefix_1.json,race_20515,20,1,no,race,528,shard_00004,7
train,race_26057_rollout_001_prefix_0.json,race_26057,1,0,no,race,528,shard_00004,8
train,bb_reasoning_about_colored_objects_212_rollout_002_prefix_0.json,bb_reasoning_about_colored_objects_212,2,0,yes,big_bench,529,shard_00004,9
train,bb_ruin_names_027_rollout_009_prefix_0.json,bb_ruin_names_027,9,0,yes,big_bench,529,shard_00004,10
train,bb_snarks_158_rollout_013_prefix_0.json,bb_snarks_158,13,0,yes,big_bench,529,shard_00004,11
train,race_14906_rollout_008_prefix_0.json,race_14906,8,0,yes,race,529,shard_00004,12
train,race_15803_rollout_008_prefix_2.json,race_15803,8,2,no,race,529,shard_00004,13
train,bb_penguins_in_a_table_025_rollout_005_prefix_2.json,bb_penguins_in_a_table_025,5,2,yes,big_bench,530,shard_00004,14
train,dd_0734_rollout_011_prefix_1.json,dd_0734,11,1,no,daily_dilemmas,530,shard_00004,15
train,race_58422_rollout_008_prefix_0.json,race_58422,8,0,yes,race,530,shard_00004,16
train,bb_web_of_lies_192_rollout_013_prefix_1.json,bb_web_of_lies_192,13,1,no,big_bench,531,shard_00004,17
train,race_49503_rollout_021_prefix_1.json,race_49503,21,1,no,race,531,shard_00004,18
train,bb_logical_deduction_five_objects_026_rollout_003_prefix_0.json,bb_logical_deduction_five_objects_026,3,0,yes,big_bench,532,shard_00004,19
train,bb_tracking_shuffled_objects_five_objects_019_rollout_008_prefix_0.json,bb_tracking_shuffled_objects_five_objects_019,8,0,yes,big_bench,532,shard_00004,20
train,dd_0673_rollout_025_prefix_1.json,dd_0673,25,1,no,daily_dilemmas,532,shard_00004,21
train,race_40556_rollout_029_prefix_1.json,race_40556,29,1,no,race,532,shard_00004,22
train,bb_sports_understanding_102_rollout_006_prefix_0.json,bb_sports_understanding_102,6,0,yes,big_bench,533,shard_00004,23
train,dd_0602_rollout_014_prefix_0.json,dd_0602,14,0,no,daily_dilemmas,533,shard_00004,24
train,dd_1026_rollout_021_prefix_3.json,dd_1026,21,3,no,daily_dilemmas,533,shard_00004,25
train,race_4898_rollout_016_prefix_0.json,race_4898,16,0,yes,race,533,shard_00004,26
train,bb_logical_deduction_five_objects_005_rollout_000_prefix_3.json,bb_logical_deduction_five_objects_005,0,3,no,big_bench,534,shard_00004,27
train,bb_logical_deduction_five_objects_249_rollout_005_prefix_0.json,bb_logical_deduction_five_objects_249,5,0,yes,big_bench,534,shard_00004,28
train,race_20179_rollout_010_prefix_8.json,race_20179,10,8,no,race,534,shard_00004,29
train,dd_0002_rollout_023_prefix_1.json,dd_0002,23,1,no,daily_dilemmas,535,shard_00004,30
train,dd_0090_rollout_010_prefix_1.json,dd_0090,10,1,no,daily_dilemmas,535,shard_00004,31
train,gpqa_chem_126_rollout_005_prefix_2.json,gpqa_chem_126,5,2,no,gpqa_chem,535,shard_00004,32
train,dd_0462_rollout_006_prefix_0.json,dd_0462,6,0,no,daily_dilemmas,536,shard_00004,33
train,gpqa_chem_068_rollout_022_prefix_1.json,gpqa_chem_068,22,1,no,gpqa_chem,536,shard_00004,34
train,race_13964_rollout_014_prefix_1.json,race_13964,14,1,no,race,536,shard_00004,35
train,race_17523_rollout_024_prefix_0.json,race_17523,24,0,yes,race,536,shard_00004,36
train,race_18705_rollout_004_prefix_1.json,race_18705,4,1,no,race,536,shard_00004,37
train,race_56041_rollout_009_prefix_2.json,race_56041,9,2,no,race,536,shard_00004,38
train,bb_logical_deduction_five_objects_145_rollout_019_prefix_0.json,bb_logical_deduction_five_objects_145,19,0,yes,big_bench,537,shard_00004,39
train,race_43551_rollout_010_prefix_0.json,race_43551,10,0,yes,race,537,shard_00004,40
train,race_53480_rollout_010_prefix_2.json,race_53480,10,2,no,race,537,shard_00004,41
train,bb_date_understanding_003_rollout_006_prefix_0.json,bb_date_understanding_003,6,0,yes,big_bench,538,shard_00004,42
train,dd_0808_rollout_018_prefix_1.json,dd_0808,18,1,no,daily_dilemmas,538,shard_00004,43
train,bb_penguins_in_a_table_036_rollout_017_prefix_2.json,bb_penguins_in_a_table_036,17,2,yes,big_bench,539,shard_00004,44
train,dd_0941_rollout_015_prefix_1.json,dd_0941,15,1,no,daily_dilemmas,539,shard_00004,45
train,race_23457_rollout_003_prefix_1.json,race_23457,3,1,no,race,539,shard_00004,46
