split,filename,question_id,rollout_idx,prefix_idx,label,family,n_tokens,shard,row_in_shard
train,bb_navigate_213_rollout_015_prefix_0.json,bb_navigate_213,15,0,yes,big_bench,999,shard_00012,0
train,dd_0107_rollout_023_prefix_0.json,dd_0107,23,0,yes,daily_dilemmas,999,shard_00012,1
train,dd_0143_rollout_002_prefix_1.json,dd_0143,2,1,yes,daily_dilemmas,999,shard_00012,2
train,dd_0550_rollout_025_prefix_0.json,dd_0550,25,0,yes,daily_dilemmas,1000,shard_00012,3
train,race_53012_rollout_006_prefix_0.json,race_53012,6,0,yes,race,1000,shard_00012,4
train,race_55162_rollout_002_prefix_0.json,race_55162,2,0,no,race,1001,shard_00012,5
train,dd_0503_rollout_024_prefix_2.json,dd_0503,24,2,no,daily_dilemmas,1002,shard_00012,6
train,dd_1013_rollout_027_prefix_1.json,dd_1013,27,1,yes,daily_dilemmas,1002,shard_00012,7
test,gpqa_chem_t_003_rollout_101_prefix_0.json,gpqa_chem_t_003,101,0,yes,eval,1003,shard_00012,8
train,dd_0187_rollout_029_prefix_0.json,dd_0187,29,0,yes,daily_dilemmas,1003,shard_00012,9
train,dd_0386_rollout_024_prefix_1.json,dd_0386,24,1,yes,daily_dilemmas,1003,shard_00012,10
train,dd_1007_rollout_017_prefix_0.json,dd_1007,17,0,yes,daily_dilemmas,1003,shard_00012,11
train,dd_0073_rollout_008_prefix_0.json,dd_0073,8,0,yes,daily_dilemmas,1005,shard_00012,12
train,dd_0980_rollout_002_prefix_0.json,dd_0980,2,0,no,daily_dilemmas,1005,shard_00012,13
train,dd_0981_rollout_000_prefix_2.json,dd_0981,0,2,yes,daily_dilemmas,1005,shard_00012,14
train,race_23792_rollout_006_prefix_0.json,race_23792,6,0,yes,race,1005,shard_00012,15
train,race_30612_rollout_001_prefix_1.json,race_30612,1,1,no,race,1006,shard_00012,16
train,race_50442_rollout_016_prefix_0.json,race_50442,16,0,yes,race,1006,shard_00012,17
train,bb_web_of_lies_033_rollout_007_prefix_1.json,bb_web_of_lies_033,7,1,no,big_bench,1007,shard_00012,18
test,bb_tracking_shuffled_objects_five_objects_t_001_rollout_138_prefix_1.json,bb_tracking_shuffled_objects_five_objects_t_001,138,1,yes,eval,1009,shard_00012,19
train,race_20179_rollout_012_prefix_16.json,race_20179,12,16,no,race,1009,shard_00012,20
train,race_60769_rollout_002_prefix_0.json,race_60769,2,0,yes,race,1009,shard_00012,21
train,dd_1048_rollout_028_prefix_0.json,dd_1048,28,0,yes,daily_dilemmas,1010,shard_00012,22
train,gpqa_chem_037_rollout_002_prefix_3.json,gpqa_chem_037,2,3,no,gpqa_chem,1010,shard_00012,23
train,dd_0207_rollout_018_prefix_0.json,dd_0207,18,0,yes,daily_dilemmas,1011,shard_00012,24
train,dd_1126_rollout_014_prefix_1.json,dd_1126,14,1,no,daily_dilemmas,1011,shard_00012,25
train,gpqa_chem_163_rollout_008_prefix_1.json,gpqa_chem_163,8,1,yes,gpqa_chem,1011,shard_00012,26
train,bb_logical_deduction_five_objects_016_rollout_003_prefix_0.json,bb_logical_deduction_five_objects_016,3,0,no,big_bench,1012,shard_00012,27
train,dd_0192_rollout_010_prefix_1.json,dd_0192,10,1,yes,daily_dilemmas,1012,shard_00012,28
train,race_56669_rollout_001_prefix_1.json,race_56669,1,1,yes,race,1012,shard_00012,29
train,bb_logical_deduction_five_objects_133_rollout_002_prefix_1.json,bb_logical_deduction_five_objects_133,2,1,yes,big_bench,1013,shard_00012,30
train,dd_0044_rollout_012_prefix_0.json,dd_0044,12,0,yes,daily_dilemmas,1013,shard_00012,31
train,dd_1124_rollout_013_prefix_0.json,dd_1124,13,0,yes,daily_dilemmas,1013,shard_00012,32
train,race_34918_rollout_018_prefix_1.json,race_34918,18,1,yes,race,1013,shard_00012,33
train,bb_logical_deduction_five_objects_072_rollout_005_prefix_0.json,bb_logical_deduction_five_objects_072,5,0,yes,big_bench,1014,shard_00012,34
train,race_53012_rollout_018_prefix_0.json,race_53012,18,0,no,race,1014,shard_00012,35
train,race_47885_rollout_021_prefix_1.json,race_47885,21,1,yes,race,1015,shard_00012,36
train,bb_logical_deduction_five_objects_016_rollout_029_prefix_1.json,bb_logical_deduction_five_objects_016,29,1,no,big_bench,1016,shard_00012,37
train,bb_logical_deduction_five_objects_127_rollout_024_prefix_0.json,bb_logical_deduction_five_objects_127,24,0,yes,big_bench,1016,shard_00012,38
train,dd_0100_rollout_024_prefix_0.json,dd_0100,24,0,yes,daily_dilemmas,1016,shard_00012,39
train,dd_0410_rollout_005_prefix_2.json,dd_0410,5,2,yes,daily_dilemmas,1016,shard_00012,40
train,bb_causal_judgement_072_rollout_028_prefix_0.json,bb_causal_judgement_072,28,0,yes,big_bench,1017,shard_00012,41
train,dd_0751_rollout_014_prefix_1.json,dd_0751,14,1,yes,daily_dilemmas,1017,shard_00012,42
train,race_35513_rollout_020_prefix_0.json,race_35513,20,0,yes,race,1017,shard_00012,43
train,race_46981_rollout_015_prefix_0.json,race_46981,15,0,yes,race,1017,shard_00012,44
train,gpqa_chem_057_rollout_019_prefix_3.json,gpqa_chem_057,19,3,no,gpqa_chem,1018,shard_00012,45
train,bb_web_of_lies_192_rollout_021_prefix_3.json,bb_web_of_lies_192,21,3,no,big_bench,1019,shard_00012,46
train,race_26278_rollout_004_prefix_2.json,race_26278,4,2,no,race,1019,shard_00012,47
train,bb_temporal_sequences_120_rollout_012_prefix_0.json,bb_temporal_sequences_120,12,0,yes,big_bench,1020,shard_00012,48
train,dd_0667_rollout_001_prefix_0.json,dd_0667,1,0,yes,daily_dilemmas,1020,shard_00012,49
train,dd_1027_rollout_005_prefix_0.json,dd_1027,5,0,yes,daily_dilemmas,1020,shard_00012,50
train,bb_navigate_104_rollout_027_prefix_0.json,bb_navigate_104,27,0,yes,big_bench,1021,shard_00012,51
train,dd_0848_rollout_026_prefix_0.json,dd_0848,26,0,yes,daily_dilemmas,1021,shard_00012,52
val,bb_reasoning_about_colored_objects_v_003_rollout_012_prefix_1.json,bb_reasoning_about_colored_objects_v_003,12,1,yes,eval,1021,shard_00012,53
train,gpqa_chem_163_rollout_006_prefix_0.json,gpqa_chem_163,6,0,yes,gpqa_chem,1022,shard_00012,54
train,race_60769_rollout_017_prefix_2.json,race_60769,17,2,no,race,1022,shard_00012,55
train,dd_0342_rollout_015_prefix_1.json,dd_0342,15,1,yes,daily_dilemmas,1023,shard_00012,56
train,bb_causal_judgement_093_rollout_019_prefix_3.json,bb_causal_judgement_093,19,3,no,big_bench,1025,shard_00012,57
train,race_50442_rollout_014_prefix_0.json,race_50442,14,0,yes,race,1026,shard_00012,58
train,dd_0015_rollout_011_prefix_1.json,dd_0015,11,1,no,daily_dilemmas,1027,shard_00012,59
train,dd_1056_rollout_006_prefix_0.json,dd_1056,6,0,yes,daily_dilemmas,1027,shard_00012,60
train,dd_0410_rollout_012_prefix_0.json,dd_0410,12,0,yes,daily_dilemmas,1028,shard_00012,61
test,bb_tracking_shuffled_objects_five_objects_t_001_rollout_052_prefix_0.json,bb_tracking_shuffled_objects_five_objects_t_001,52,0,no,eval,1029,shard_00012,62
train,gpqa_chem_011_rollout_026_prefix_1.json,gpqa_chem_011,26,1,yes,gpqa_chem,1029,shard_00012,63
train,bb_logical_deduction_five_objects_133_rollout_002_prefix_0.json,bb_logical_deduction_five_objects_133,2,0,yes,big_bench,1030,shard_00012,64
train,dd_1096_rollout_008_prefix_0.json,dd_1096,8,0,yes,daily_dilemmas,1030,shard_00012,65
train,dd_0044_rollout_008_prefix_0.json,dd_0044,8,0,yes,daily_dilemmas,1031,shard_00012,66
train,gpqa_chem_087_rollout_003_prefix_1.json,gpqa_chem_087,3,1,no,gpqa_chem,1031,shard_00012,67
train,race_0354_rollout_008_prefix_8.json,race_0354,8,8,no,race,1031,shard_00012,68
test,bb_temporal_sequences_t_000_rollout_078_prefix_0.json,bb_temporal_sequences_t_000,78,0,no,eval,1032,shard_00012,69
train,bb_temporal_sequences_236_rollout_001_prefix_1.json,bb_temporal_sequences_236,1,1,no,big_bench,1033,shard_00012,70
train,dd_0667_rollout_002_prefix_0.json,dd_0667,2,0,yes,daily_dilemmas,1034,shard_00012,71
train,race_6996_rollout_012_prefix_1.json,race_6996,12,1,no,race,1034,shard_00012,72
train,bb_logical_deduction_five_objects_052_rollout_020_prefix_2.json,bb_logical_deduction_five_objects_052,20,2,yes,big_bench,1035,shard_00012,73
train,dd_0002_rollout_001_prefix_0.json,dd_0002,1,0,no,daily_dilemmas,1035,shard_00012,74
train,race_52379_rollout_008_prefix_5.json,race_52379,8,5,no,race,1035,shard_00012,75
train,dd_0066_rollout_019_prefix_0.json,dd_0066,19,0,yes,daily_dilemmas,1036,shard_00012,76
train,dd_1192_rollout_015_prefix_0.json,dd_1192,15,0,yes,daily_dilemmas,1036,shard_00012,77
train,dd_0964_rollout_023_prefix_0.json,dd_0964,23,0,yes,daily_dilemmas,1037,shard_00012,78
train,race_34918_rollout_003_prefix_0.json,race_34918,3,0,no,race,1037,shard_00012,79
train,dd_0048_rollout_026_prefix_0.json,dd_0048,26,0,yes,daily_dilemmas,1038,shard_00012,80
train,dd_0314_rollout_011_prefix_1.json,dd_0314,11,1,yes,daily_dilemmas,1040,shard_00012,81
train,dd_0792_rollout_010_prefix_0.json,dd_0792,10,0,yes,daily_dilemmas,1040,shard_00012,82
train,race_23792_rollout_010_prefix_0.json,race_23792,10,0,yes,race,1040,shard_00012,83
train,race_35513_rollout_009_prefix_1.json,race_35513,9,1,yes,race,1040,shard_00012,84
val,bb_logical_deduction_five_objects_v_001_rollout_134_prefix_1.json,bb_logical_deduction_five_objects_v_001,134,1,yes,eval,1040,shard_00012,85
train,dd_0550_rollout_020_prefix_0.json,dd_0550,20,0,yes,daily_dilemmas,1041,shard_00012,86
train,dd_0667_rollout_005_prefix_1.json,dd_0667,5,1,yes,daily_dilemmas,1042,shard_00012,87
train,dd_0894_rollout_012_prefix_0.json,dd_0894,12,0,yes,daily_dilemmas,1042,shard_00012,88
train,dd_1006_rollout_017_prefix_0.json,dd_1006,17,0,yes,daily_dilemmas,1042,shard_00012,89
val,gpqa_chem_v_013_rollout_025_prefix_0.json,gpqa_chem_v_013,25,0,no,eval,1042,shard_00012,90
train,bb_logical_deduction_five_objects_178_rollout_023_prefix_0.json,bb_logical_deduction_five_objects_178,23,0,yes,big_bench,1043,shard_00012,91
train,bb_tracking_shuffled_objects_five_objects_175_rollout_017_prefix_1.json,bb_tracking_shuffled_objects_five_objects_175,17,1,yes,big_bench,1043,shard_00012,92
train,race_35513_rollout_018_prefix_1.json,race_35513,18,1,yes,race,1043,shard_00012,93
train,bb_logical_deduction_five_objects_223_rollout_022_prefix_0.json,bb_logical_deduction_five_objects_223,22,0,no,big_bench,1044,shard_00012,94
train,dd_0762_rollout_018_prefix_0.json,dd_0762,18,0,yes,daily_dilemmas,1044,shard_00012,95
train,dd_0503_rollout_028_prefix_0.json,dd_0503,28,0,yes,daily_dilemmas,1045,shard_00012,96
train,gpqa_chem_121_rollout_019_prefix_1.json,gpqa_chem_121,19,1,no,gpqa_chem,1045,shard_00012,97
train,dd_0328_rollout_009_prefix_0.json,dd_0328,9,0,yes,daily_dilemmas,1046,shard_00012,98
train,dd_0525_rollout_017_prefix_1.json,dd_0525,17,1,yes,daily_dilemmas,1046,shard_00012,99
train,bb_temporal_sequences_096_rollout_010_prefix_0.json,bb_temporal_sequences_096,10,0,yes,big_bench,1047,shard_00012,100
train,bb_temporal_sequences_170_rollout_002_prefix_0.json,bb_temporal_sequences_170,2,0,yes,big_bench,1047,shard_00012,101
train,dd_0113_rollout_024_prefix_0.json,dd_0113,24,0,yes,daily_dilemmas,1047,shard_00012,102
train,race_12137_rollout_025_prefix_0.json,race_12137,25,0,yes,race,1047,shard_00012,103
train,race_2256_rollout_002_prefix_3.json,race_2256,2,3,yes,race,1047,shard_00012,104
train,dd_0049_rollout_014_prefix_0.json,dd_0049,14,0,yes,daily_dilemmas,1048,shard_00012,105
train,race_1012_rollout_019_prefix_2.json,race_1012,19,2,no,race,1048,shard_00012,106
train,dd_1056_rollout_022_prefix_0.json,dd_1056,22,0,no,daily_dilemmas,1049,shard_00012,107
train,dd_1270_rollout_017_prefix_0.json,dd_1270,17,0,yes,daily_dilemmas,1049,shard_00012,108
train,bb_causal_judgement_093_rollout_013_prefix_0.json,bb_causal_judgement_093,13,0,yes,big_bench,1050,shard_00012,109
train,bb_web_of_lies_120_rollout_024_prefix_3.json,bb_web_of_lies_120,24,3,no,big_bench,1050,shard_00012,110
train,dd_0809_rollout_002_prefix_0.json,dd_0809,2,0,yes,daily_dilemmas,1050,shard_00012,111
train,race_13964_rollout_025_prefix_1.json,race_13964,25,1,yes,race,1050,shard_00012,112
