split,filename,question_id,rollout_idx,prefix_idx,label,family,n_tokens,shard,row_in_shard
train,gpqa_chem_108_rollout_029_prefix_1.json,gpqa_chem_108,29,1,yes,gpqa_chem,4036,shard_00018,0
train,gpqa_chem_075_rollout_024_prefix_2.json,gpqa_chem_075,24,2,no,gpqa_chem,4054,shard_00018,1
train,gpqa_chem_082_rollout_015_prefix_1.json,gpqa_chem_082,15,1,no,gpqa_chem,4058,shard_00018,2
train,gpqa_chem_018_rollout_017_prefix_1.json,gpqa_chem_018,17,1,no,gpqa_chem,4074,shard_00018,3
train,gpqa_chem_046_rollout_010_prefix_0.json,gpqa_chem_046,10,0,yes,gpqa_chem,4090,shard_00018,4
train,gpqa_chem_053_rollout_002_prefix_2.json,gpqa_chem_053,2,2,no,gpqa_chem,4131,shard_00018,5
train,gpqa_chem_093_rollout_014_prefix_0.json,gpqa_chem_093,14,0,yes,gpqa_chem,4139,shard_00018,6
train,gpqa_chem_052_rollout_013_prefix_1.json,gpqa_chem_052,13,1,no,gpqa_chem,4140,shard_00018,7
train,gpqa_chem_099_rollout_029_prefix_3.json,gpqa_chem_099,29,3,no,gpqa_chem,4142,shard_00018,8
train,gpqa_chem_102_rollout_013_prefix_1.json,gpqa_chem_102,13,1,no,gpqa_chem,4166,shard_00018,9
train,gpqa_chem_180_rollout_024_prefix_0.json,gpqa_chem_180,24,0,no,gpqa_chem,4166,shard_00018,10
train,gpqa_chem_011_rollout_010_prefix_2.json,gpqa_chem_011,10,2,no,gpqa_chem,4171,shard_00018,11
train,race_43479_rollout_002_prefix_5.json,race_43479,2,5,no,race,4172,shard_00018,12
train,gpqa_chem_087_rollout_015_prefix_0.json,gpqa_chem_087,15,0,yes,gpqa_chem,4175,shard_00018,13
train,race_58589_rollout_025_prefix_9.json,race_58589,25,9,no,race,4189,shard_00018,14
train,gpqa_chem_004_rollout_012_prefix_0.json,gpqa_chem_004,12,0,yes,gpqa_chem,4191,shard_00018,15
train,race_43479_rollout_000_prefix_0.json,race_43479,0,0,yes,race,4199,shard_00018,16
train,gpqa_chem_068_rollout_014_prefix_4.json,gpqa_chem_068,14,4,no,gpqa_chem,4203,shard_00018,17
train,gpqa_chem_012_rollout_023_prefix_5.json,gpqa_chem_012,23,5,no,gpqa_chem,4205,shard_00018,18
train,gpqa_chem_100_rollout_006_prefix_0.json,gpqa_chem_100,6,0,yes,gpqa_chem,4211,shard_00018,19
train,gpqa_chem_134_rollout_029_prefix_0.json,gpqa_chem_134,29,0,yes,gpqa_chem,4216,shard_00018,20
train,gpqa_chem_084_rollout_023_prefix_3.json,gpqa_chem_084,23,3,no,gpqa_chem,4220,shard_00018,21
train,gpqa_chem_001_rollout_011_prefix_3.json,gpqa_chem_001,11,3,no,gpqa_chem,4225,shard_00018,22
train,gpqa_chem_050_rollout_024_prefix_3.json,gpqa_chem_050,24,3,no,gpqa_chem,4226,shard_00018,23
train,gpqa_chem_135_rollout_014_prefix_0.json,gpqa_chem_135,14,0,yes,gpqa_chem,4236,shard_00018,24
train,gpqa_chem_027_rollout_012_prefix_1.json,gpqa_chem_027,12,1,no,gpqa_chem,4253,shard_00018,25
train,gpqa_chem_117_rollout_025_prefix_1.json,gpqa_chem_117,25,1,yes,gpqa_chem,4257,shard_00018,26
train,gpqa_chem_046_rollout_014_prefix_2.json,gpqa_chem_046,14,2,yes,gpqa_chem,4264,shard_00018,27
train,gpqa_chem_158_rollout_014_prefix_2.json,gpqa_chem_158,14,2,no,gpqa_chem,4269,shard_00018,28
train,gpqa_chem_121_rollout_003_prefix_0.json,gpqa_chem_121,3,0,yes,gpqa_chem,4289,shard_00018,29
train,race_58589_rollout_021_prefix_2.json,race_58589,21,2,no,race,4296,shard_00018,30
train,race_6996_rollout_009_prefix_3.json,race_6996,9,3,no,race,4304,shard_00018,31
train,gpqa_chem_138_rollout_015_prefix_2.json,gpqa_chem_138,15,2,no,gpqa_chem,4318,shard_00018,32
train,gpqa_chem_095_rollout_024_prefix_2.json,gpqa_chem_095,24,2,no,gpqa_chem,4342,shard_00018,33
train,gpqa_chem_122_rollout_018_prefix_1.json,gpqa_chem_122,18,1,yes,gpqa_chem,4342,shard_00018,34
train,gpqa_chem_097_rollout_002_prefix_2.json,gpqa_chem_097,2,2,no,gpqa_chem,4355,shard_00018,35
train,gpqa_chem_073_rollout_002_prefix_0.json,gpqa_chem_073,2,0,yes,gpqa_chem,4361,shard_00018,36
train,gpqa_chem_119_rollout_013_prefix_4.json,gpqa_chem_119,13,4,no,gpqa_chem,4365,shard_00018,37
train,gpqa_chem_026_rollout_017_prefix_2.json,gpqa_chem_026,17,2,no,gpqa_chem,4369,shard_00018,38
train,gpqa_chem_073_rollout_023_prefix_0.json,gpqa_chem_073,23,0,yes,gpqa_chem,4369,shard_00018,39
train,gpqa_chem_130_rollout_024_prefix_1.json,gpqa_chem_130,24,1,no,gpqa_chem,4375,shard_00018,40
train,gpqa_chem_094_rollout_001_prefix_1.json,gpqa_chem_094,1,1,no,gpqa_chem,4376,shard_00018,41
train,gpqa_chem_132_rollout_023_prefix_4.json,gpqa_chem_132,23,4,no,gpqa_chem,4378,shard_00018,42
train,gpqa_chem_068_rollout_012_prefix_0.json,gpqa_chem_068,12,0,no,gpqa_chem,4380,shard_00018,43
train,gpqa_chem_019_rollout_026_prefix_0.json,gpqa_chem_019,26,0,yes,gpqa_chem,4383,shard_00018,44
train,gpqa_chem_004_rollout_000_prefix_1.json,gpqa_chem_004,0,1,no,gpqa_chem,4386,shard_00018,45
train,gpqa_chem_102_rollout_004_prefix_2.json,gpqa_chem_102,4,2,no,gpqa_chem,4397,shard_00018,46
train,gpqa_chem_143_rollout_012_prefix_2.json,gpqa_chem_143,12,2,no,gpqa_chem,4407,shard_00018,47
train,gpqa_chem_087_rollout_016_prefix_1.json,gpqa_chem_087,16,1,yes,gpqa_chem,4408,shard_00018,48
train,race_43479_rollout_022_prefix_0.json,race_43479,22,0,yes,race,4427,shard_00018,49
train,race_58589_rollout_025_prefix_8.json,race_58589,25,8,no,race,4439,shard_00018,50
train,gpqa_chem_066_rollout_018_prefix_0.json,gpqa_chem_066,18,0,yes,gpqa_chem,4454,shard_00018,51
train,race_43041_rollout_023_prefix_4.json,race_43041,23,4,no,race,4479,shard_00018,52
