split,filename,question_id,rollout_idx,prefix_idx,label,family,n_tokens,shard,row_in_shard
train,gpqa_chem_110_rollout_007_prefix_1.json,gpqa_chem_110,7,1,no,gpqa_chem,6226,shard_00019,0
train,gpqa_chem_161_rollout_007_prefix_0.json,gpqa_chem_161,7,0,yes,gpqa_chem,6240,shard_00019,1
train,gpqa_chem_170_rollout_002_prefix_1.json,gpqa_chem_170,2,1,yes,gpqa_chem,6241,shard_00019,2
train,gpqa_chem_077_rollout_007_prefix_2.json,gpqa_chem_077,7,2,yes,gpqa_chem,6252,shard_00019,3
train,gpqa_chem_005_rollout_000_prefix_1.json,gpqa_chem_005,0,1,no,gpqa_chem,6254,shard_00019,4
train,gpqa_chem_151_rollout_005_prefix_1.json,gpqa_chem_151,5,1,yes,gpqa_chem,6259,shard_00019,5
train,gpqa_chem_118_rollout_013_prefix_0.json,gpqa_chem_118,13,0,no,gpqa_chem,6263,shard_00019,6
train,gpqa_chem_042_rollout_005_prefix_1.json,gpqa_chem_042,5,1,yes,gpqa_chem,6265,shard_00019,7
train,gpqa_chem_091_rollout_020_prefix_0.json,gpqa_chem_091,20,0,yes,gpqa_chem,6300,shard_00019,8
train,gpqa_chem_079_rollout_022_prefix_2.json,gpqa_chem_079,22,2,no,gpqa_chem,6354,shard_00019,9
train,gpqa_chem_034_rollout_021_prefix_3.json,gpqa_chem_034,21,3,no,gpqa_chem,6359,shard_00019,10
train,gpqa_chem_024_rollout_015_prefix_1.json,gpqa_chem_024,15,1,yes,gpqa_chem,6369,shard_00019,11
train,gpqa_chem_103_rollout_022_prefix_3.json,gpqa_chem_103,22,3,no,gpqa_chem,6373,shard_00019,12
train,gpqa_chem_041_rollout_006_prefix_3.json,gpqa_chem_041,6,3,no,gpqa_chem,6414,shard_00019,13
train,gpqa_chem_088_rollout_018_prefix_1.json,gpqa_chem_088,18,1,yes,gpqa_chem,6419,shard_00019,14
train,gpqa_chem_128_rollout_013_prefix_0.json,gpqa_chem_128,13,0,yes,gpqa_chem,6426,shard_00019,15
train,gpqa_chem_070_rollout_024_prefix_1.json,gpqa_chem_070,24,1,no,gpqa_chem,6431,shard_00019,16
train,gpqa_chem_150_rollout_027_prefix_0.json,gpqa_chem_150,27,0,yes,gpqa_chem,6433,shard_00019,17
train,gpqa_chem_112_rollout_013_prefix_2.json,gpqa_chem_112,13,2,no,gpqa_chem,6435,shard_00019,18
train,gpqa_chem_070_rollout_016_prefix_0.json,gpqa_chem_070,16,0,no,gpqa_chem,6464,shard_00019,19
train,gpqa_chem_050_rollout_003_prefix_4.json,gpqa_chem_050,3,4,no,gpqa_chem,6467,shard_00019,20
train,race_43479_rollout_008_prefix_2.json,race_43479,8,2,yes,race,6473,shard_00019,21
train,gpqa_chem_150_rollout_026_prefix_1.json,gpqa_chem_150,26,1,no,gpqa_chem,6480,shard_00019,22
train,gpqa_chem_132_rollout_028_prefix_1.json,gpqa_chem_132,28,1,no,gpqa_chem,6487,shard_00019,23
train,gpqa_chem_052_rollout_007_prefix_2.json,gpqa_chem_052,7,2,yes,gpqa_chem,6491,shard_00019,24
train,gpqa_chem_082_rollout_021_prefix_0.json,gpqa_chem_082,21,0,yes,gpqa_chem,6496,shard_00019,25
train,gpqa_chem_152_rollout_004_prefix_0.json,gpqa_chem_152,4,0,yes,gpqa_chem,6515,shard_00019,26
train,gpqa_chem_127_rollout_006_prefix_1.json,gpqa_chem_127,6,1,yes,gpqa_chem,6517,shard_00019,27
train,gpqa_chem_118_rollout_022_prefix_0.json,gpqa_chem_118,22,0,yes,gpqa_chem,6518,shard_00019,28
train,gpqa_chem_049_rollout_025_prefix_1.json,gpqa_chem_049,25,1,no,gpqa_chem,6524,shard_00019,29
train,gpqa_chem_051_rollout_018_prefix_0.json,gpqa_chem_051,18,0,yes,gpqa_chem,6540,shard_00019,30
train,gpqa_chem_179_rollout_011_prefix_2.json,gpqa_chem_179,11,2,no,gpqa_chem,6544,shard_00019,31
train,gpqa_chem_094_rollout_011_prefix_0.json,gpqa_chem_094,11,0,no,gpqa_chem,6553,shard_00019,32
train,gpqa_chem_168_rollout_012_prefix_1.json,gpqa_chem_168,12,1,yes,gpqa_chem,6555,shard_00019,33
train,gpqa_chem_068_rollout_013_prefix_1.json,gpqa_chem_068,13,1,no,gpqa_chem,6559,shard_00019,34
train,gpqa_chem_056_rollout_017_prefix_2.json,gpqa_chem_056,17,2,no,gpqa_chem,6575,shard_00019,35
train,gpqa_chem_030_rollout_011_prefix_0.json,gpqa_chem_030,11,0,yes,gpqa_chem,6582,shard_00019,36
train,gpqa_chem_015_rollout_015_prefix_0.json,gpqa_chem_015,15,0,yes,gpqa_chem,6597,shard_00019,37
