split,filename,question_id,rollout_idx,prefix_idx,label,family,n_tokens,shard,row_in_shard
train,gpqa_chem_033_rollout_001_prefix_0.json,gpqa_chem_033,1,0,yes,gpqa_chem,2820,shard_00017,0
train,gpqa_chem_087_rollout_023_prefix_0.json,gpqa_chem_087,23,0,no,gpqa_chem,2825,shard_00017,1
train,bb_web_of_lies_120_rollout_011_prefix_0.json,bb_web_of_lies_120,11,0,no,big_bench,2826,shard_00017,2
train,race_43041_rollout_012_prefix_1.json,race_43041,12,1,no,race,2830,shard_00017,3
train,race_0354_rollout_012_prefix_3.json,race_0354,12,3,no,race,2855,shard_00017,4
train,gpqa_chem_055_rollout_020_prefix_1.json,gpqa_chem_055,20,1,no,gpqa_chem,2856,shard_00017,5
val,gpqa_chem_v_014_rollout_014_prefix_0.json,gpqa_chem_v_014,14,0,no,eval,2857,shard_00017,6
train,bb_web_of_lies_014_rollout_018_prefix_0.json,bb_web_of_lies_014,18,0,no,big_bench,2880,shard_00017,7
train,gpqa_chem_072_rollout_018_prefix_1.json,gpqa_chem_072,18,1,yes,gpqa_chem,2880,shard_00017,8
train,gpqa_chem_055_rollout_014_prefix_1.json,gpqa_chem_055,14,1,yes,gpqa_chem,2881,shard_00017,9
train,gpqa_chem_084_rollout_001_prefix_3.json,gpqa_chem_084,1,3,no,gpqa_chem,2882,shard_00017,10
train,race_43041_rollout_011_prefix_4.json,race_43041,11,4,no,race,2888,shard_00017,11
train,race_55955_rollout_020_prefix_1.json,race_55955,20,1,no,race,2895,shard_00017,12
train,gpqa_chem_166_rollout_019_prefix_0.json,gpqa_chem_166,19,0,yes,gpqa_chem,2896,shard_00017,13
train,race_43479_rollout_003_prefix_6.json,race_43479,3,6,no,race,2906,shard_00017,14
train,bb_date_understanding_003_rollout_003_prefix_2.json,bb_date_understanding_003,3,2,no,big_bench,2907,shard_00017,15
train,bb_web_of_lies_120_rollout_005_prefix_0.json,bb_web_of_lies_120,5,0,yes,big_bench,2907,shard_00017,16
test,bb_date_understanding_t_005_rollout_147_prefix_5.json,bb_date_understanding_t_005,147,5,yes,eval,2909,shard_00017,17
train,gpqa_chem_084_rollout_020_prefix_1.json,gpqa_chem_084,20,1,no,gpqa_chem,2910,shard_00017,18
train,gpqa_chem_172_rollout_015_prefix_0.json,gpqa_chem_172,15,0,yes,gpqa_chem,2911,shard_00017,19
train,gpqa_chem_124_rollout_027_prefix_4.json,gpqa_chem_124,27,4,no,gpqa_chem,2913,shard_00017,20
train,gpqa_chem_136_rollout_025_prefix_2.json,gpqa_chem_136,25,2,no,gpqa_chem,2921,shard_00017,21
train,race_58589_rollout_025_prefix_14.json,race_58589,25,14,no,race,2926,shard_00017,22
train,gpqa_chem_110_rollout_003_prefix_3.json,gpqa_chem_110,3,3,no,gpqa_chem,2928,shard_00017,23
train,gpqa_chem_167_rollout_006_prefix_0.json,gpqa_chem_167,6,0,yes,gpqa_chem,2931,shard_00017,24
train,gpqa_chem_055_rollout_014_prefix_0.json,gpqa_chem_055,14,0,yes,gpqa_chem,2944,shard_00017,25
train,gpqa_chem_107_rollout_001_prefix_1.json,gpqa_chem_107,1,1,yes,gpqa_chem,2947,shard_00017,26
train,gpqa_chem_095_rollout_012_prefix_0.json,gpqa_chem_095,12,0,yes,gpqa_chem,2971,shard_00017,27
train,race_43041_rollout_010_prefix_16.json,race_43041,10,16,no,race,2973,shard_00017,28
train,race_43041_rollout_021_prefix_6.json,race_43041,21,6,no,race,2981,shard_00017,29
train,gpqa_chem_124_rollout_014_prefix_0.json,gpqa_chem_124,14,0,yes,gpqa_chem,2985,shard_00017,30
train,gpqa_chem_155_rollout_023_prefix_3.json,gpqa_chem_155,23,3,no,gpqa_chem,2986,shard_00017,31
train,bb_logical_deduction_five_objects_223_rollout_028_prefix_0.json,bb_logical_deduction_five_objects_223,28,0,yes,big_bench,2987,shard_00017,32
