split,filename,question_id,rollout_idx,prefix_idx,label,family,n_tokens,shard,row_in_shard
train,dd_0410_rollout_003_prefix_0.json,dd_0410,3,0,yes,daily_dilemmas,917,shard_00011,0
train,race_59619_rollout_021_prefix_1.json,race_59619,21,1,yes,race,917,shard_00011,1
train,bb_web_of_lies_014_rollout_000_prefix_3.json,bb_web_of_lies_014,0,3,no,big_bench,918,shard_00011,2
train,dd_0057_rollout_013_prefix_0.json,dd_0057,13,0,yes,daily_dilemmas,918,shard_00011,3
train,dd_0243_rollout_002_prefix_0.json,dd_0243,2,0,yes,daily_dilemmas,918,shard_00011,4
train,dd_0386_rollout_017_prefix_0.json,dd_0386,17,0,yes,daily_dilemmas,918,shard_00011,5
train,dd_0950_rollout_029_prefix_0.json,dd_0950,29,0,yes,daily_dilemmas,918,shard_00011,6
train,gpqa_chem_001_rollout_005_prefix_7.json,gpqa_chem_001,5,7,no,gpqa_chem,918,shard_00011,7
train,race_48758_rollout_000_prefix_2.json,race_48758,0,2,no,race,918,shard_00011,8
train,race_49031_rollout_012_prefix_0.json,race_49031,12,0,yes,race,918,shard_00011,9
train,race_50066_rollout_011_prefix_0.json,race_50066,11,0,yes,race,918,shard_00011,10
train,dd_0328_rollout_022_prefix_0.json,dd_0328,22,0,yes,daily_dilemmas,919,shard_00011,11
train,dd_0762_rollout_012_prefix_1.json,dd_0762,12,1,yes,daily_dilemmas,919,shard_00011,12
train,dd_0847_rollout_018_prefix_0.json,dd_0847,18,0,yes,daily_dilemmas,919,shard_00011,13
val,bb_reasoning_about_colored_objects_v_002_rollout_126_prefix_1.json,bb_reasoning_about_colored_objects_v_002,126,1,yes,eval,919,shard_00011,14
train,bb_web_of_lies_188_rollout_012_prefix_7.json,bb_web_of_lies_188,12,7,no,big_bench,920,shard_00011,15
train,dd_0508_rollout_025_prefix_1.json,dd_0508,25,1,yes,daily_dilemmas,920,shard_00011,16
train,dd_1048_rollout_017_prefix_1.json,dd_1048,17,1,yes,daily_dilemmas,920,shard_00011,17
ood_test,boat_current_speed_rollout_033_prefix_1.json,boat_current_speed,33,1,yes,eval,921,shard_00011,18
train,dd_0528_rollout_027_prefix_0.json,dd_0528,27,0,yes,daily_dilemmas,921,shard_00011,19
train,dd_0900_rollout_018_prefix_1.json,dd_0900,18,1,yes,daily_dilemmas,921,shard_00011,20
train,race_55955_rollout_002_prefix_11.json,race_55955,2,11,no,race,922,shard_00011,21
train,dd_0073_rollout_024_prefix_1.json,dd_0073,24,1,yes,daily_dilemmas,923,shard_00011,22
train,dd_0724_rollout_028_prefix_1.json,dd_0724,28,1,yes,daily_dilemmas,925,shard_00011,23
test,bb_date_understanding_t_001_rollout_117_prefix_0.json,bb_date_understanding_t_001,117,0,no,eval,926,shard_00011,24
train,bb_penguins_in_a_table_069_rollout_022_prefix_0.json,bb_penguins_in_a_table_069,22,0,yes,big_bench,926,shard_00011,25
train,dd_0602_rollout_009_prefix_0.json,dd_0602,9,0,yes,daily_dilemmas,926,shard_00011,26
ood_test,crt_three_rollout_015_prefix_0.json,crt_three,15,0,no,eval,927,shard_00011,27
train,dd_0586_rollout_029_prefix_1.json,dd_0586,29,1,yes,daily_dilemmas,927,shard_00011,28
train,dd_1227_rollout_026_prefix_0.json,dd_1227,26,0,yes,daily_dilemmas,927,shard_00011,29
train,race_50442_rollout_010_prefix_0.json,race_50442,10,0,yes,race,927,shard_00011,30
test,bb_date_understanding_t_002_rollout_110_prefix_0.json,bb_date_understanding_t_002,110,0,no,eval,928,shard_00011,31
train,dd_0034_rollout_012_prefix_1.json,dd_0034,12,1,yes,daily_dilemmas,928,shard_00011,32
train,dd_0891_rollout_000_prefix_0.json,dd_0891,0,0,yes,daily_dilemmas,928,shard_00011,33
train,dd_1148_rollout_024_prefix_0.json,dd_1148,24,0,yes,daily_dilemmas,928,shard_00011,34
train,bb_temporal_sequences_129_rollout_012_prefix_0.json,bb_temporal_sequences_129,12,0,yes,big_bench,929,shard_00011,35
train,bb_temporal_sequences_129_rollout_016_prefix_0.json,bb_temporal_sequences_129,16,0,yes,big_bench,929,shard_00011,36
train,race_19298_rollout_010_prefix_0.json,race_19298,10,0,yes,race,929,shard_00011,37
train,race_49031_rollout_029_prefix_1.json,race_49031,29,1,yes,race,929,shard_00011,38
train,dd_1168_rollout_002_prefix_0.json,dd_1168,2,0,yes,daily_dilemmas,930,shard_00011,39
train,gpqa_chem_086_rollout_012_prefix_2.json,gpqa_chem_086,12,2,no,gpqa_chem,930,shard_00011,40
train,race_3536_rollout_022_prefix_0.json,race_3536,22,0,yes,race,930,shard_00011,41
train,dd_1310_rollout_004_prefix_0.json,dd_1310,4,0,no,daily_dilemmas,931,shard_00011,42
train,dd_0410_rollout_028_prefix_0.json,dd_0410,28,0,yes,daily_dilemmas,932,shard_00011,43
train,dd_0474_rollout_000_prefix_0.json,dd_0474,0,0,yes,daily_dilemmas,932,shard_00011,44
train,race_4385_rollout_014_prefix_0.json,race_4385,14,0,yes,race,932,shard_00011,45
train,race_50066_rollout_027_prefix_1.json,race_50066,27,1,yes,race,932,shard_00011,46
train,race_26278_rollout_025_prefix_1.json,race_26278,25,1,yes,race,933,shard_00011,47
train,race_56305_rollout_020_prefix_0.json,race_56305,20,0,yes,race,933,shard_00011,48
train,dd_0190_rollout_026_prefix_1.json,dd_0190,26,1,yes,daily_dilemmas,934,shard_00011,49
ood_test,chessboard_squares_rollout_022_prefix_0.json,chessboard_squares,22,0,no,eval,935,shard_00011,50
train,bb_penguins_in_a_table_107_rollout_027_prefix_0.json,bb_penguins_in_a_table_107,27,0,yes,big_bench,935,shard_00011,51
train,dd_0603_rollout_005_prefix_0.json,dd_0603,5,0,yes,daily_dilemmas,935,shard_00011,52
train,race_31466_rollout_017_prefix_0.json,race_31466,17,0,yes,race,935,shard_00011,53
train,dd_0850_rollout_022_prefix_2.json,dd_0850,22,2,no,daily_dilemmas,936,shard_00011,54
train,gpqa_chem_060_rollout_028_prefix_2.json,gpqa_chem_060,28,2,no,gpqa_chem,936,shard_00011,55
ood_test,sum_divisors_72_rollout_012_prefix_0.json,sum_divisors_72,12,0,yes,eval,937,shard_00011,56
train,bb_date_understanding_112_rollout_029_prefix_0.json,bb_date_understanding_112,29,0,yes,big_bench,937,shard_00011,57
train,dd_1293_rollout_014_prefix_0.json,dd_1293,14,0,yes,daily_dilemmas,937,shard_00011,58
train,race_41881_rollout_019_prefix_0.json,race_41881,19,0,yes,race,937,shard_00011,59
train,dd_0492_rollout_017_prefix_1.json,dd_0492,17,1,yes,daily_dilemmas,938,shard_00011,60
train,dd_0657_rollout_026_prefix_0.json,dd_0657,26,0,yes,daily_dilemmas,938,shard_00011,61
train,dd_0820_rollout_028_prefix_0.json,dd_0820,28,0,yes,daily_dilemmas,938,shard_00011,62
train,dd_0328_rollout_019_prefix_0.json,dd_0328,19,0,yes,daily_dilemmas,939,shard_00011,63
train,race_11809_rollout_001_prefix_1.json,race_11809,1,1,no,race,939,shard_00011,64
train,race_22819_rollout_029_prefix_8.json,race_22819,29,8,no,race,939,shard_00011,65
train,race_56305_rollout_024_prefix_0.json,race_56305,24,0,yes,race,939,shard_00011,66
train,bb_logical_deduction_five_objects_016_rollout_022_prefix_0.json,bb_logical_deduction_five_objects_016,22,0,no,big_bench,940,shard_00011,67
train,bb_logical_deduction_five_objects_044_rollout_013_prefix_0.json,bb_logical_deduction_five_objects_044,13,0,yes,big_bench,940,shard_00011,68
