split,filename,question_id,rollout_idx,prefix_idx,label,family,n_tokens,shard,row_in_shard
train,race_60944_rollout_019_prefix_0.json,race_60944,19,0,yes,race,853,shard_00010,0
train,dd_0113_rollout_026_prefix_0.json,dd_0113,26,0,yes,daily_dilemmas,854,shard_00010,1
train,dd_1101_rollout_005_prefix_0.json,dd_1101,5,0,yes,daily_dilemmas,854,shard_00010,2
train,race_31654_rollout_018_prefix_2.json,race_31654,18,2,yes,race,854,shard_00010,3
train,dd_0459_rollout_004_prefix_2.json,dd_0459,4,2,no,daily_dilemmas,855,shard_00010,4
train,race_2256_rollout_028_prefix_1.json,race_2256,28,1,no,race,856,shard_00010,5
train,race_49031_rollout_021_prefix_0.json,race_49031,21,0,yes,race,856,shard_00010,6
train,race_58037_rollout_004_prefix_0.json,race_58037,4,0,yes,race,856,shard_00010,7
test,bb_tracking_shuffled_objects_five_objects_t_001_rollout_131_prefix_0.json,bb_tracking_shuffled_objects_five_objects_t_001,131,0,yes,eval,857,shard_00010,8
train,dd_0238_rollout_027_prefix_3.json,dd_0238,27,3,no,daily_dilemmas,857,shard_00010,9
train,dd_0367_rollout_026_prefix_0.json,dd_0367,26,0,yes,daily_dilemmas,857,shard_00010,10
train,race_20179_rollout_006_prefix_5.json,race_20179,6,5,no,race,857,shard_00010,11
train,race_30612_rollout_019_prefix_4.json,race_30612,19,4,no,race,857,shard_00010,12
train,race_35513_rollout_029_prefix_1.json,race_35513,29,1,no,race,857,shard_00010,13
val,bb_tracking_shuffled_objects_five_objects_v_001_rollout_051_prefix_1.json,bb_tracking_shuffled_objects_five_objects_v_001,51,1,yes,eval,857,shard_00010,14
train,dd_0813_rollout_000_prefix_1.json,dd_0813,0,1,yes,daily_dilemmas,858,shard_00010,15
train,dd_1253_rollout_011_prefix_0.json,dd_1253,11,0,yes,daily_dilemmas,858,shard_00010,16
train,race_45349_rollout_025_prefix_1.json,race_45349,25,1,yes,race,858,shard_00010,17
train,race_47885_rollout_014_prefix_0.json,race_47885,14,0,yes,race,858,shard_00010,18
train,dd_0410_rollout_023_prefix_3.json,dd_0410,23,3,yes,daily_dilemmas,859,shard_00010,19
train,dd_0669_rollout_028_prefix_1.json,dd_0669,28,1,yes,daily_dilemmas,859,shard_00010,20
train,dd_0818_rollout_019_prefix_0.json,dd_0818,19,0,yes,daily_dilemmas,859,shard_00010,21
