split,filename,question_id,rollout_idx,prefix_idx,label,family,n_tokens,shard,row_in_shard
train,gpqa_chem_027_rollout_026_prefix_0.json,gpqa_chem_027,26,0,yes,gpqa_chem,2044,shard_00016,0
train,gpqa_chem_012_rollout_002_prefix_1.json,gpqa_chem_012,2,1,no,gpqa_chem,2049,shard_00016,1
train,gpqa_chem_008_rollout_006_prefix_0.json,gpqa_chem_008,6,0,yes,gpqa_chem,2060,shard_00016,2
train,gpqa_chem_077_rollout_027_prefix_0.json,gpqa_chem_077,27,0,no,gpqa_chem,2061,shard_00016,3
train,bb_web_of_lies_033_rollout_016_prefix_4.json,bb_web_of_lies_033,16,4,no,big_bench,2064,shard_00016,4
train,gpqa_chem_038_rollout_006_prefix_4.json,gpqa_chem_038,6,4,no,gpqa_chem,2067,shard_00016,5
train,gpqa_chem_175_rollout_014_prefix_0.json,gpqa_chem_175,14,0,yes,gpqa_chem,2067,shard_00016,6
train,gpqa_chem_163_rollout_020_prefix_0.json,gpqa_chem_163,20,0,yes,gpqa_chem,2070,shard_00016,7
train,race_55955_rollout_001_prefix_5.json,race_55955,1,5,no,race,2070,shard_00016,8
ood_test,permutation_mississippi_rollout_001_prefix_0.json,permutation_mississippi,1,0,no,eval,2072,shard_00016,9
test,gpqa_chem_t_010_rollout_169_prefix_2.json,gpqa_chem_t_010,169,2,yes,eval,2073,shard_00016,10
train,gpqa_chem_002_rollout_013_prefix_0.json,gpqa_chem_002,13,0,yes,gpqa_chem,2073,shard_00016,11
train,gpqa_chem_086_rollout_009_prefix_3.json,gpqa_chem_086,9,3,no,gpqa_chem,2076,shard_00016,12
train,gpqa_chem_054_rollout_013_prefix_0.json,gpqa_chem_054,13,0,yes,gpqa_chem,2082,shard_00016,13
test,bb_date_understanding_t_001_rollout_042_prefix_2.json,bb_date_understanding_t_001,42,2,yes,eval,2083,shard_00016,14
train,gpqa_chem_112_rollout_016_prefix_1.json,gpqa_chem_112,16,1,no,gpqa_chem,2083,shard_00016,15
train,gpqa_chem_108_rollout_028_prefix_1.json,gpqa_chem_108,28,1,no,gpqa_chem,2085,shard_00016,16
train,race_0354_rollout_015_prefix_1.json,race_0354,15,1,yes,race,2088,shard_00016,17
train,bb_web_of_lies_192_rollout_017_prefix_1.json,bb_web_of_lies_192,17,1,yes,big_bench,2092,shard_00016,18
test,bb_date_understanding_t_001_rollout_165_prefix_2.json,bb_date_understanding_t_001,165,2,yes,eval,2096,shard_00016,19
train,race_31224_rollout_002_prefix_4.json,race_31224,2,4,no,race,2099,shard_00016,20
train,bb_date_understanding_108_rollout_004_prefix_3.json,bb_date_understanding_108,4,3,no,big_bench,2105,shard_00016,21
train,gpqa_chem_032_rollout_024_prefix_0.json,gpqa_chem_032,24,0,yes,gpqa_chem,2107,shard_00016,22
train,bb_web_of_lies_055_rollout_026_prefix_4.json,bb_web_of_lies_055,26,4,no,big_bench,2108,shard_00016,23
train,bb_date_understanding_017_rollout_012_prefix_6.json,bb_date_understanding_017,12,6,no,big_bench,2110,shard_00016,24
train,gpqa_chem_055_rollout_028_prefix_3.json,gpqa_chem_055,28,3,no,gpqa_chem,2111,shard_00016,25
train,gpqa_chem_115_rollout_001_prefix_0.json,gpqa_chem_115,1,0,yes,gpqa_chem,2119,shard_00016,26
test,bb_date_understanding_t_001_rollout_120_prefix_0.json,bb_date_understanding_t_001,120,0,no,eval,2123,shard_00016,27
train,race_55955_rollout_026_prefix_5.json,race_55955,26,5,no,race,2123,shard_00016,28
train,race_55955_rollout_000_prefix_6.json,race_55955,0,6,no,race,2124,shard_00016,29
train,gpqa_chem_125_rollout_017_prefix_2.json,gpqa_chem_125,17,2,no,gpqa_chem,2129,shard_00016,30
train,race_55955_rollout_024_prefix_4.json,race_55955,24,4,no,race,2135,shard_00016,31
train,race_58589_rollout_028_prefix_10.json,race_58589,28,10,no,race,2142,shard_00016,32
train,race_43479_rollout_010_prefix_19.json,race_43479,10,19,no,race,2146,shard_00016,33
train,race_43041_rollout_007_prefix_7.json,race_43041,7,7,no,race,2156,shard_00016,34
