split,filename,question_id,rollout_idx,prefix_idx,label,family,n_tokens,shard,row_in_shard
train,gpqa_chem_071_rollout_016_prefix_0.json,gpqa_chem_071,16,0,yes,gpqa_chem,8902,shard_00020,0
train,gpqa_chem_125_rollout_007_prefix_0.json,gpqa_chem_125,7,0,yes,gpqa_chem,8919,shard_00020,1
train,gpqa_chem_038_rollout_009_prefix_0.json,gpqa_chem_038,9,0,yes,gpqa_chem,8926,shard_00020,2
train,gpqa_chem_091_rollout_029_prefix_0.json,gpqa_chem_091,29,0,yes,gpqa_chem,8929,shard_00020,3
train,gpqa_chem_112_rollout_014_prefix_0.json,gpqa_chem_112,14,0,yes,gpqa_chem,8931,shard_00020,4
train,gpqa_chem_070_rollout_008_prefix_2.json,gpqa_chem_070,8,2,no,gpqa_chem,8954,shard_00020,5
train,gpqa_chem_013_rollout_028_prefix_1.json,gpqa_chem_013,28,1,yes,gpqa_chem,8956,shard_00020,6
train,gpqa_chem_086_rollout_016_prefix_1.json,gpqa_chem_086,16,1,yes,gpqa_chem,8970,shard_00020,7
train,gpqa_chem_050_rollout_023_prefix_1.json,gpqa_chem_050,23,1,no,gpqa_chem,8976,shard_00020,8
train,gpqa_chem_176_rollout_008_prefix_2.json,gpqa_chem_176,8,2,no,gpqa_chem,8987,shard_00020,9
train,gpqa_chem_118_rollout_024_prefix_0.json,gpqa_chem_118,24,0,yes,gpqa_chem,9003,shard_00020,10
train,gpqa_chem_112_rollout_022_prefix_0.json,gpqa_chem_112,22,0,yes,gpqa_chem,9022,shard_00020,11
train,gpqa_chem_165_rollout_007_prefix_2.json,gpqa_chem_165,7,2,yes,gpqa_chem,9085,shard_00020,12
train,gpqa_chem_002_rollout_018_prefix_0.json,gpqa_chem_002,18,0,no,gpqa_chem,9090,shard_00020,13
train,gpqa_chem_180_rollout_000_prefix_0.json,gpqa_chem_180,0,0,yes,gpqa_chem,9091,shard_00020,14
train,gpqa_chem_109_rollout_020_prefix_1.json,gpqa_chem_109,20,1,yes,gpqa_chem,9102,shard_00020,15
train,gpqa_chem_165_rollout_007_prefix_0.json,gpqa_chem_165,7,0,yes,gpqa_chem,9126,shard_00020,16
train,gpqa_chem_013_rollout_023_prefix_0.json,gpqa_chem_013,23,0,yes,gpqa_chem,9129,shard_00020,17
train,gpqa_chem_138_rollout_006_prefix_0.json,gpqa_chem_138,6,0,yes,gpqa_chem,9153,shard_00020,18
train,gpqa_chem_177_rollout_013_prefix_2.json,gpqa_chem_177,13,2,no,gpqa_chem,9162,shard_00020,19
train,gpqa_chem_173_rollout_016_prefix_0.json,gpqa_chem_173,16,0,yes,gpqa_chem,9170,shard_00020,20
train,gpqa_chem_125_rollout_028_prefix_1.json,gpqa_chem_125,28,1,no,gpqa_chem,9187,shard_00020,21
train,gpqa_chem_040_rollout_008_prefix_0.json,gpqa_chem_040,8,0,yes,gpqa_chem,9212,shard_00020,22
train,gpqa_chem_085_rollout_002_prefix_2.json,gpqa_chem_085,2,2,no,gpqa_chem,9214,shard_00020,23
train,gpqa_chem_005_rollout_016_prefix_0.json,gpqa_chem_005,16,0,no,gpqa_chem,9225,shard_00020,24
train,gpqa_chem_154_rollout_011_prefix_0.json,gpqa_chem_154,11,0,yes,gpqa_chem,9229,shard_00020,25
train,gpqa_chem_074_rollout_017_prefix_0.json,gpqa_chem_074,17,0,yes,gpqa_chem,9240,shard_00020,26
train,gpqa_chem_138_rollout_018_prefix_0.json,gpqa_chem_138,18,0,yes,gpqa_chem,9241,shard_00020,27
train,gpqa_chem_173_rollout_011_prefix_0.json,gpqa_chem_173,11,0,yes,gpqa_chem,9245,shard_00020,28
train,gpqa_chem_151_rollout_018_prefix_0.json,gpqa_chem_151,18,0,yes,gpqa_chem,9279,shard_00020,29
train,gpqa_chem_103_rollout_012_prefix_4.json,gpqa_chem_103,12,4,no,gpqa_chem,9289,shard_00020,30
