split,filename,question_id,rollout_idx,prefix_idx,label,family,n_tokens,shard,row_in_shard
train,dd_0848_rollout_015_prefix_1.json,dd_0848,15,1,no,daily_dilemmas,369,shard_00002,0
train,dd_0959_rollout_006_prefix_3.json,dd_0959,6,3,no,daily_dilemmas,369,shard_00002,1
train,race_61342_rollout_006_prefix_3.json,race_61342,6,3,no,race,369,shard_00002,2
train,dd_0667_rollout_006_prefix_3.json,dd_0667,6,3,no,daily_dilemmas,370,shard_00002,3
train,dd_1126_rollout_003_prefix_1.json,dd_1126,3,1,no,daily_dilemmas,370,shard_00002,4
train,race_23457_rollout_028_prefix_2.json,race_23457,28,2,no,race,370,shard_00002,5
train,bb_navigate_046_rollout_009_prefix_1.json,bb_navigate_046,9,1,no,big_bench,371,shard_00002,6
train,bb_penguins_in_a_table_036_rollout_024_prefix_2.json,bb_penguins_in_a_table_036,24,2,yes,big_bench,371,shard_00002,7
train,dd_0586_rollout_025_prefix_1.json,dd_0586,25,1,no,daily_dilemmas,371,shard_00002,8
train,bb_causal_judgement_059_rollout_012_prefix_2.json,bb_causal_judgement_059,12,2,no,big_bench,372,shard_00002,9
train,dd_0099_rollout_000_prefix_2.json,dd_0099,0,2,no,daily_dilemmas,372,shard_00002,10
train,dd_1270_rollout_025_prefix_2.json,dd_1270,25,2,no,daily_dilemmas,372,shard_00002,11
train,bb_temporal_sequences_170_rollout_022_prefix_0.json,bb_temporal_sequences_170,22,0,no,big_bench,373,shard_00002,12
train,dd_0537_rollout_028_prefix_2.json,dd_0537,28,2,no,daily_dilemmas,373,shard_00002,13
train,bb_sports_understanding_168_rollout_004_prefix_1.json,bb_sports_understanding_168,4,1,yes,big_bench,374,shard_00002,14
train,dd_0382_rollout_014_prefix_1.json,dd_0382,14,1,no,daily_dilemmas,375,shard_00002,15
train,bb_logical_deduction_five_objects_057_rollout_018_prefix_1.json,bb_logical_deduction_five_objects_057,18,1,no,big_bench,377,shard_00002,16
train,bb_navigate_232_rollout_009_prefix_0.json,bb_navigate_232,9,0,yes,big_bench,377,shard_00002,17
train,dd_0986_rollout_025_prefix_1.json,dd_0986,25,1,no,daily_dilemmas,377,shard_00002,18
train,bb_penguins_in_a_table_077_rollout_011_prefix_0.json,bb_penguins_in_a_table_077,11,0,yes,big_bench,378,shard_00002,19
train,dd_0603_rollout_005_prefix_1.json,dd_0603,5,1,no,daily_dilemmas,378,shard_00002,20
train,bb_sports_understanding_093_rollout_006_prefix_2.json,bb_sports_understanding_093,6,2,no,big_bench,379,shard_00002,21
train,dd_0049_rollout_024_prefix_1.json,dd_0049,24,1,no,daily_dilemmas,379,shard_00002,22
train,gpqa_chem_032_rollout_014_prefix_0.json,gpqa_chem_032,14,0,no,gpqa_chem,379,shard_00002,23
train,gpqa_chem_066_rollout_004_prefix_3.json,gpqa_chem_066,4,3,no,gpqa_chem,379,shard_00002,24
train,bb_reasoning_about_colored_objects_174_rollout_029_prefix_2.json,bb_reasoning_about_colored_objects_174,29,2,no,big_bench,380,shard_00002,25
train,bb_reasoning_about_colored_objects_212_rollout_029_prefix_0.json,bb_reasoning_about_colored_objects_212,29,0,yes,big_bench,381,shard_00002,26
train,bb_ruin_names_181_rollout_015_prefix_0.json,bb_ruin_names_181,15,0,yes,big_bench,381,shard_00002,27
train,bb_temporal_sequences_232_rollout_025_prefix_2.json,bb_temporal_sequences_232,25,2,no,big_bench,381,shard_00002,28
train,dd_0002_rollout_011_prefix_2.json,dd_0002,11,2,no,daily_dilemmas,381,shard_00002,29
